Title,Organisations,Link,Uploaded On,Opportunity Type,Status,Applied,Application Deadline,Impressions,Eligibility,Category,Region
AI-Driven India Hackathon,Xavier School of Management (XLRI),https://unstop.com/hackathons/ai-driven-india-hackathon-xavier-school-of-management-xlri-1153731,2024-09-12T00:00:00+05:30,N/A,open,1114,30,119211,"Coding Challenge, Data Science, Hackathon, Data Analytics, All","Coding Challenge, Data Science, Hackathon, Data Analytics, All",online
CoDecode Competition,"Rajiv Gandhi Institute of Petroleum Technology (RGIPT), Jais, Uttar Pradesh",https://unstop.com/hackathons/codecode-competition-urjotsav-2k24-the-annual-technical-fest-of-rgipt-rajiv-gandhi-institute-of-petroleum-tec-1153265,2024-09-12T00:00:00+05:30,hackathons,open,97,28,31333,"Engineering Students, MBA Students, Undergraduate, Postgraduate, Coding Challenge, College Festival, Hackathon, Others, Strategy","Engineering Students, MBA Students, Undergraduate, Postgraduate, Coding Challenge, College Festival, Hackathon, Others, Strategy",offline
Code Rush,Gurugram University,https://unstop.com/hackathons/code-rush-gurugram-university-1144618,2024-08-30T06:00:00+05:30,hackathons,open,903,5,78489,"Hackathon, Engineering Students, MBA Students, Undergraduate, Postgraduate, Experienced Professionals","Hackathon, Engineering Students, MBA Students, Undergraduate, Postgraduate, Experienced Professionals",offline
Navonmesh 2.0 - A National Level Hackathon,"Shri Shankaracharya Institute of Professional Management and Technology, Raipur",https://unstop.com/hackathons/navonmesh-20-a-national-level-hackathon-shri-shankaracharya-institute-of-professional-management-and-technolo-1143071,2024-08-28T00:00:00+05:30,hackathons,open,1180,1,117153,"Hackathon, All","Hackathon, All",offline
Bit N Build Around The World 2024,Google Developer Student Clubs - CRCE,https://unstop.com/hackathons/bit-n-build-around-the-world-2024-google-developer-student-clubs-crce-1127441,2024-08-15T00:00:00+05:30,hackathons,open,2376,10,138242,"Hackathon, Engineering Students, Undergraduate","Hackathon, Engineering Students, Undergraduate",offline
Pixel Wizard,"Sant Longowal Institute of Engineering and Technology, Longowal, Punjab",https://unstop.com/hackathons/pixel-wizard-sant-longowaal-institute-of-engineering-and-technology-934072,2024-03-17T00:00:00+05:30,hackathons,open,3235,8,213503,"College Festival, Coding Challenge, Hackathon, All","College Festival, Coding Challenge, Hackathon, All",online
AI of GOD 3.0,Indian Institute of Technology (Indian School of Mines),https://unstop.com/hackathons/ai-of-god-30-concetto24-indian-institute-of-technology-indian-school-of-mines-1169423,2024-09-25T00:00:00+05:30,hackathons,closed,354,N/A,24689,"Engineering Students, MBA Students, Undergraduate, Postgraduate, Data Science, Presentation, Data Analytics","Engineering Students, MBA Students, Undergraduate, Postgraduate, Data Science, Presentation, Data Analytics",online
Hackatron,"Atal Bihari Vajpayee - Indian Institute of Information Technology and Management, Gwalior",https://unstop.com/hackathons/hackatron-atal-bihari-vajpayee-indian-institute-of-information-technology-and-management-gwalior-1168615,2024-09-24T00:00:00+05:30,hackathons,closed,351,N/A,18726,"Hackathon, All","Hackathon, All",offline
Code Complete!,"MKSSS's Cummins college of Engineering for Women, Pune, Maharashtra",https://unstop.com/hackathons/code-complete-mkssss-cummins-college-of-engineering-for-women-pune-maharashtra-1162201,2024-09-18T00:00:00+05:30,hackathons,closed,242,N/A,30247,"Coding Challenge, All","Coding Challenge, All",online
XavSpark - The Ultimate Business Hackathon,"St. Xavier's University, Kolkata",https://unstop.com/hackathons/xavspark-the-ultimate-business-hackathon-st-xavier-university-kolkata-1148644,2024-09-05T00:00:00+05:30,hackathons,closed,1656,N/A,77031,"Business Plan, Hackathon, Startup fair, Engineering Students, MBA Students, Undergraduate, Postgraduate, Fresher, Experienced Professionals","Business Plan, Hackathon, Startup fair, Engineering Students, MBA Students, Undergraduate, Postgraduate, Fresher, Experienced Professionals",online
siNUsoid v8: Code Hive Hackathon | Blockchain and Web3 | Hybrid Hackathon |2024,NIIT University,https://unstop.com/hackathons/sinusoid-v8-code-hive-hackathon-blockchain-and-web3-hybrid-hackathon-2024-sinusoid-v8-niit-university-1150413,2024-09-07T00:00:00+05:30,N/A,closed,187,N/A,36259,"Hackathon, Coding Challenge, College Festival, All","Hackathon, Coding Challenge, College Festival, All",offline
BitBlitz: Bit by Bit Breakthroughs | Hybrid Hackathon | 2024,"Symbiosis Institute of Technology (SIT), Pune",https://unstop.com/hackathons/bitblitz-bit-by-bit-breakthroughs-hybrid-hackathon-2024-symbiosis-institute-of-technology-sit-pune-1150156,2024-09-07T00:00:00+05:30,hackathons,closed,578,N/A,65542,"Coding Challenge, Hackathon, All","Coding Challenge, Hackathon, All",online
Vyto HackClash 1.0,"I.T.S Engineering College (ITSEC), Greater Noida",https://unstop.com/hackathons/vyto-hackclash-10-vyto-blitz-10-its-engineering-college-itsec-greater-noida-1148685,2024-09-06T00:00:00+05:30,N/A,closed,745,N/A,105028,"College Festival, Presentation, Engineering Students, MBA Students, Undergraduate, Postgraduate, Experienced Professionals, Hackathon","College Festival, Presentation, Engineering Students, MBA Students, Undergraduate, Postgraduate, Experienced Professionals, Hackathon",offline
Ethos 2024,"Indian Institute of Technology (IIT), Guwahati",https://unstop.com/hackathons/ethos-2024-iit-guwahati-1146945,2024-09-03T14:00:00+05:30,N/A,closed,2200,N/A,83809,"All, Coding Challenge, Hackathon, College Festival","All, Coding Challenge, Hackathon, College Festival",offline
Smart Industry 4.0 Hackathon 2024,Chennai Institute of Technology,https://unstop.com/hackathons/smart-industry-40-hackathon-2024-chennai-institute-of-technology-1139881,2024-08-22T00:00:00+05:30,hackathons,closed,5581,N/A,134988,"Hackathon, All","Hackathon, All",offline
Medecro HealthHack 2024,Medecro.ai,https://unstop.com/hackathons/healthhack-2024-medecroai-1088025,2024-07-23T00:00:00+05:30,N/A,closed,1601,N/A,100880,"All, Hackathon","All, Hackathon",online
Flipkart GRiD 6.0 - Robotics Challenge,Flipkart,https://unstop.com/hackathons/flipkart-grid-60-robotics-challenge-flipkart-grid-60-flipkart-1024253,2024-06-05T12:00:32+05:30,hackathons,closed,19242,N/A,631263,"Engineering Students, Postgraduate, Undergraduate, Robotics","Engineering Students, Postgraduate, Undergraduate, Robotics",online
Flipkart GRiD 6.0 - Software Development Track,Flipkart,https://unstop.com/hackathons/flipkart-grid-60-software-development-track-flipkart-grid-60-flipkart-1024247,2024-07-05T11:00:19+05:30,hackathons,closed,484302,N/A,18662610,"Coding Challenge, Hackathon, Engineering Students, Undergraduate, Postgraduate","Coding Challenge, Hackathon, Engineering Students, Undergraduate, Postgraduate",online
Bid By Bit,K.J Somaiya College of Engineering,https://unstop.com/hackathons/bid-by-bit-kj-somaiya-college-of-engineering-1176115,2024-10-08T00:00:00+05:30,N/A,recent,16,2,1997,"Strategy, Coding Challenge, Hackathon, College Festival, All","Strategy, Coding Challenge, Hackathon, College Festival, All",offline
CraftNCode (State level for UP and Maharshtra),"International Institute of Information Technology (IIIT), Bhubaneswar",https://unstop.com/hackathons/craftncode-state-level-for-up-and-maharshtra-d3-techno-management-fest-international-institute-of-information-1175823,2024-10-08T00:00:00+05:30,N/A,recent,0,9,6577,"Coding Challenge, Hackathon, Engineering Students, Undergraduate, Postgraduate","Coding Challenge, Hackathon, Engineering Students, Undergraduate, Postgraduate",offline
Datamatics Hackathon,"Indian Institute of Technology (IIT), Bombay",https://unstop.com/hackathons/datamatics-hackathon-iit-bombay-1147972,2024-09-04T00:00:00+05:30,N/A,recent,63,21,6669,"Engineering Students, MBA Students, Undergraduate, Postgraduate, Awards, College Festival","Engineering Students, MBA Students, Undergraduate, Postgraduate, Awards, College Festival",online
SARCathon 2024 - Hackathon,"Indian Institute of Technology (IIT), Bombay",https://unstop.com/hackathons/sarcathon-2024-hackathon-sarcathon-iit-bombay-1176090,2024-10-08T00:00:00+05:30,N/A,recent,39,2,5840,"All, Coding Challenge, Hackathon","All, Coding Challenge, Hackathon",online
Hackathon at Engineer NITK 2024,"National Institute of Technology Karnataka (NITK), Surathkal",https://unstop.com/hackathons/hackathon-at-engineer-nitk-2024-engineer-nitk-nitk-surathkal-1175755,2024-10-08T18:00:00+05:30,N/A,recent,64,5,7898,"Hackathon, Coding Challenge, College Festival, Entrepreneurship, Engineering Students, MBA Students, Undergraduate, Postgraduate","Hackathon, Coding Challenge, College Festival, Entrepreneurship, Engineering Students, MBA Students, Undergraduate, Postgraduate",offline
Code Relay,Chandigarah University,https://unstop.com/hackathons/code-relay-chandigarah-university-1175892,2024-10-08T00:00:00+05:30,N/A,recent,48,8,9958,"Coding Challenge, Hackathon, Designing, All","Coding Challenge, Hackathon, Designing, All",offline
Competitive Programming,Women in Tech-NIT Srinagar,https://unstop.com/hackathons/competitive-programming-techvaganza-24-women-in-tech-nit-srinagar-1175837,2024-10-07T17:00:00+05:30,N/A,recent,10,3,6279,"Engineering Students, Undergraduate, Coding Challenge, College Festival","Engineering Students, Undergraduate, Coding Challenge, College Festival",online
StringMasters,Mozilla Firefox Club,https://unstop.com/hackathons/stringmasters-mozilla-firefox-club-1175654,2024-10-08T00:00:00+05:30,hackathons,recent,51,N/A,2348,"All, Coding Challenge","All, Coding Challenge",offline
MUJ Hacks 9.0,"Manipal University Jaipur, Jaipur, Rajasthan, India",https://unstop.com/hackathons/muj-hacks-90-elicit24-manipal-university-jaipur-jaipur-rajasthan-india-1164635,2024-09-26T00:00:00+05:30,N/A,recent,157,2,17158,"Engineering Students, MBA Students, Undergraduate, Postgraduate, Fresher, Coding Challenge, College Festival, Hackathon","Engineering Students, MBA Students, Undergraduate, Postgraduate, Fresher, Coding Challenge, College Festival, Hackathon",online
International Innovation Challenge(Hackathon),Manipal University Jaipur,https://unstop.com/hackathons/international-innovation-challengehackathon-manipal-university-jaipur-1174688,2024-10-04T00:00:00+05:30,N/A,recent,27,9,17133,"Coding Challenge, College Festival, Entrepreneurship, Hackathon, Presentation, Engineering Students, MBA Students, Undergraduate, Postgraduate, School Students","Coding Challenge, College Festival, Entrepreneurship, Hackathon, Presentation, Engineering Students, MBA Students, Undergraduate, Postgraduate, School Students",offline
i.mobilothon 4.0,Volkswagen Group Technology Solutions India,https://unstop.com/hackathons/imobilothon-40-volkswagen-group-technology-solutions-india-1172855,2024-10-01T00:00:00+05:30,hackathons,recent,12820,9,45218,"Postgraduate, Engineering Students, Undergraduate, Case Study","Postgraduate, Engineering Students, Undergraduate, Case Study",online
Xenethon,Government College of Engineering Keonjhar,https://unstop.com/hackathons/xenethon-government-college-of-engineering-keonjhar-1175384,2024-10-07T00:00:00+05:30,hackathons,recent,64,11,14724,"Hackathon, Coding Challenge, Engineering Students, Undergraduate, Postgraduate","Hackathon, Coding Challenge, Engineering Students, Undergraduate, Postgraduate",offline
Hack2Hire,SkillMingle.in,https://unstop.com/hackathons/hack2hire-skillminglein-1174817,2024-10-04T00:00:00+05:30,hackathons,recent,752,11,23639,"Hackathon, Coding Challenge, Engineering Students, MBA Students, Undergraduate, Postgraduate","Hackathon, Coding Challenge, Engineering Students, MBA Students, Undergraduate, Postgraduate",online
Cross Connect Creatify,Chandigarh university mohali,https://unstop.com/hackathons/cross-connect-creatify-chandigarh-university-mohali-1174936,2024-10-06T00:00:00+05:30,N/A,recent,33,8,21548,"Presentation, All","Presentation, All",offline
CSS Battles 2024,Institution of Engineering and Technology (IET),https://unstop.com/hackathons/css-battles-2024-institution-of-engineering-and-technology-iet-1174926,2024-10-06T00:00:00+05:30,hackathons,recent,56,11,21573,"Coding Challenge, College Festival, Designing, Engineering Students, Postgraduate, Undergraduate","Coding Challenge, College Festival, Designing, Engineering Students, Postgraduate, Undergraduate",offline
Hackwarts : Mumbai ka Magic,Shree L R Tiwari College of Engineering,https://unstop.com/hackathons/hackwarts-mumbai-ka-magic-shree-l-r-tiwari-college-of-engineering-1173245,2024-10-02T00:00:00+05:30,hackathons,recent,273,N/A,25671,"School Students, Hackathon, Coding Challenge, Entrepreneurship, Marketing, Strategy, Engineering Students, MBA Students, Undergraduate, Postgraduate","School Students, Hackathon, Coding Challenge, Entrepreneurship, Marketing, Strategy, Engineering Students, MBA Students, Undergraduate, Postgraduate",offline
Generative AI Contest 2024,"Chandigarh University (CU), Ajitgarh, Punjab",https://unstop.com/hackathons/generative-ai-contest-2024-chandigarh-university-cu-ajitgarh-punjab-1174696,2024-10-05T00:00:00+05:30,N/A,recent,113,9,18236,"College Festival, Hackathon, Engineering Students, MBA Students, Undergraduate, Postgraduate","College Festival, Hackathon, Engineering Students, MBA Students, Undergraduate, Postgraduate",offline
Winter Coding Contest 4.0,"Vallurupalli Nageswara Rao Vignana Jyothi Institute of Engineering & Technology, Telangana",https://unstop.com/hackathons/winter-coding-contest-40-vallurupalli-nageswara-rao-vignana-jyothi-institute-of-engineering-technology-telang-1168884,2024-09-25T00:00:00+05:30,hackathons,recent,943,9,24814,"Engineering Students, Undergraduate, Coding Challenge, College Festival, Fellowships","Engineering Students, Undergraduate, Coding Challenge, College Festival, Fellowships",online
Ideathon 1.0,"Vidyavardhini's College of Engineering and Technology, Vasai",https://unstop.com/hackathons/ideathon-10-vidyavardhinis-college-of-engineering-and-technology-vasai-1174352,2024-10-04T00:00:00+05:30,hackathons,recent,93,8,21232,"Business Plan, Paper Presentation, Marketing, Entrepreneurship, Poster Making, Engineering Students, MBA Students, Undergraduate, Postgraduate","Business Plan, Paper Presentation, Marketing, Entrepreneurship, Poster Making, Engineering Students, MBA Students, Undergraduate, Postgraduate",offline
Innovarium 2024,"Sri Krishna College of Engineering and Technology (SKCET), Coimbatore",https://unstop.com/hackathons/innovarium-2024-sri-krishna-college-of-engineering-and-technology-skcet-coimbatore-1174005,2024-10-03T00:00:00+05:30,hackathons,recent,438,2,25239,"Hackathon, Engineering Students, MBA Students, Undergraduate, Postgraduate","Hackathon, Engineering Students, MBA Students, Undergraduate, Postgraduate",offline
Coding Enigma,Weskill.org,https://unstop.com/hackathons/coding-enigma-weskillorg-1173865,2024-10-03T00:00:00+05:30,N/A,recent,1345,7,31694,"Coding Challenge, Engineering Students, MBA Students, Postgraduate, Undergraduate, Fresher","Coding Challenge, Engineering Students, MBA Students, Postgraduate, Undergraduate, Fresher",online
Civil Tech Challenge,"Indian Institute of Technology (IIT), Patna",https://unstop.com/hackathons/civil-tech-challenge-celesta-2024-celesta-iitp-1173733,2024-10-04T00:00:00+05:30,hackathons,recent,123,8,18307,"Coding Challenge, All","Coding Challenge, All",online
Astro Particle Voyage,"Indian Institute of Technology (IIT), Patna",https://unstop.com/hackathons/astro-particle-voyage-celesta-2024-indian-institute-of-technology-iit-patna-1173709,2024-10-02T00:00:00+05:30,hackathons,recent,160,4,25655,"All, Coding Challenge, Online Quiz, Case Study, Simulation Game, Robotics","All, Coding Challenge, Online Quiz, Case Study, Simulation Game, Robotics",online
ML Trek: ML & AI Bootcamp,National Institute of Technology Karnataka,https://unstop.com/hackathons/ml-trek-ml-ai-bootcamp-national-institute-of-technology-karnataka-1173600,2024-10-02T00:00:00+05:30,N/A,recent,453,N/A,25777,"Engineering Students, Postgraduate, Undergraduate, Conclave, Coding Challenge","Engineering Students, Postgraduate, Undergraduate, Conclave, Coding Challenge",offline
Kill the Bug,Shobhit University,https://unstop.com/hackathons/kill-the-bug-nexaura-shobhit-university-1173119,2024-10-01T00:00:00+05:30,hackathons,recent,37,11,23380,"Coding Challenge, Hackathon, College Festival, All","Coding Challenge, Hackathon, College Festival, All",offline
Kshitij 2025 x Altair Datathon,"Indian Institute of Technology (IIT), Kharagpur",https://unstop.com/hackathons/kshitij-2025-x-altair-datathon-iit-kharagpur-1173162,2024-10-02T15:00:00+05:30,hackathons,recent,574,23,28236,"Data Analytics, All, Data Science","Data Analytics, All, Data Science",online
CyberSec Battle,"International Institute of Information Technology (IIIT), Bhubaneswar",https://unstop.com/hackathons/cybersec-battle-d3-techno-management-fest-international-institute-of-information-technology-iiit-bhubaneswar-1172051,2024-09-30T00:00:00+05:30,hackathons,recent,1,20,20787,"Engineering Students, Undergraduate, Coding Challenge, Hackathon","Engineering Students, Undergraduate, Coding Challenge, Hackathon",offline
Build a Bot,"International Institute of Information Technology (IIIT), Bhubaneswar",https://unstop.com/hackathons/build-a-bot-d3-techno-management-fest-international-institute-of-information-technology-iiit-bhubaneswar-1173391,2024-10-02T00:00:00+05:30,hackathons,recent,22,22,20139,"Engineering Students, Undergraduate, Postgraduate, Robotics, Hackathon","Engineering Students, Undergraduate, Postgraduate, Robotics, Hackathon",offline
Code Cast,Shobhit University,https://unstop.com/hackathons/code-cast-shobhit-university-1173368,2024-10-01T00:00:00+05:30,hackathons,recent,15,11,18530,"Coding Challenge, Hackathon, College Festival, All","Coding Challenge, Hackathon, College Festival, All",offline
CraftNCode,"International Institute of Information Technology (IIIT), Bhubaneswar",https://unstop.com/hackathons/craftncode-d3-techno-management-fest-international-institute-of-information-technology-iiit-bhubaneswar-1171379,2024-09-28T00:00:00+05:30,N/A,recent,62,22,20149,"Hackathon, Engineering Students, Undergraduate, Postgraduate, Coding Challenge","Hackathon, Engineering Students, Undergraduate, Postgraduate, Coding Challenge",offline
CryptoGuard CTF,Indian Institute of Technology (Indian School of Mines),https://unstop.com/hackathons/cryptoguard-ctf-concetto24-indian-institute-of-technology-indian-school-of-mines-1173080,2024-10-01T00:00:00+05:30,hackathons,recent,44,7,21354,"Coding Challenge, All","Coding Challenge, All",offline
CodeRapido,Indian Institute of Technology (Indian School of Mines),https://unstop.com/hackathons/coderapido-concetto24-indian-institute-of-technology-indian-school-of-mines-1173076,2024-10-02T00:00:00+05:30,N/A,recent,72,8,19559,"All, Hackathon, Coding Challenge","All, Hackathon, Coding Challenge",offline
Masterstack 3.0,Indian Institute of Technology (Indian School of Mines),https://unstop.com/hackathons/masterstack-30-concetto24-indian-institute-of-technology-indian-school-of-mines-1173044,2024-10-02T00:00:00+05:30,N/A,recent,106,5,19091,"All, Coding Challenge, Hackathon","All, Coding Challenge, Hackathon",offline
